"asset_id","label","image_file","prompt_file","source_image_sha256","public_image_sha256","source_prompt_sha256","package_prompt_sha256","visibility","selection_seed","pixel_change","prompt_change"
"A155","时装穿搭","images/A155-时装穿搭.png","prompts/A155-时装穿搭.txt","8FC75132125D94B7B18A823E80619817F206ECD526589FF95494C1AA0E4224D5","8FC75132125D94B7B18A823E80619817F206ECD526589FF95494C1AA0E4224D5","0F7A2D5FF5629D032469A65DB0691929FDDB273D3D109B2B76B21FE4164E6C12","98631E510AB1BA46854E187BA5A0B470A677B452726C6FF28063079EBABC8D44","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A165","时装穿搭","images/A165-时装穿搭.png","prompts/A165-时装穿搭.txt","E1991DCD009F31BF3E1930EA3F813EDA151776FCCAA8DFE7DC52D6CB1AA25F0D","E1991DCD009F31BF3E1930EA3F813EDA151776FCCAA8DFE7DC52D6CB1AA25F0D","C009519F2F4805FA2544E0A0D74DDB7A03A8001B295540D9CE249230D98D8383","C9B8715D23AF74D96351CDA9F3B09F20DCBE7DA37590AB14931238549826A43D","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A003","连体短裤","images/A003-连体短裤.png","prompts/A003-连体短裤.txt","4449FE67AE27B8B9EF969FEA7EA71DCD3805618C1E308EE22EB0E4CB1CAF0598","4449FE67AE27B8B9EF969FEA7EA71DCD3805618C1E308EE22EB0E4CB1CAF0598","2745F32C4BB39F70A2A4242F81F37EF0F31DA8E7338900A9A1D161E727E56D41","1FC19CA90EEF30E8FB7D1EAEB3BAEAB9DEAA51B0695B652D010A95DD586318DD","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A117","时装穿搭","images/A117-时装穿搭.png","prompts/A117-时装穿搭.txt","2DB3EF2C1D65EFC8E0338AE00AFFDBC43D262BE160070B63751F114A619397E2","2DB3EF2C1D65EFC8E0338AE00AFFDBC43D262BE160070B63751F114A619397E2","E32F1576C68A5E6DA7521A2B69C7544A687672E3C6CCB5E6A555D5A03A360969","AC9181C07F96DD16C10665C47BC5500287AA960D82AE82F78E835B98ECA5E114","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A065","时装穿搭","images/A065-时装穿搭.png","prompts/A065-时装穿搭.txt","BE88167270084A4BE88B8ED3055D4E5DF74856713546F1CE5FD3C094365108C3","BE88167270084A4BE88B8ED3055D4E5DF74856713546F1CE5FD3C094365108C3","1C8BAF79E87BEA9DD7FEEFE12B8CEF94850DCB3029D2991D10BAF067F758CC15","53298AD94D6EBD6E8EDD6281FE965B802AEE4AA0045ADE39FD181FF7418A3377","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A147","时装穿搭","images/A147-时装穿搭.png","prompts/A147-时装穿搭.txt","00F81D9399BBB4D6D1B6114FA852F4D68F4A14617B4B1E4897A8D68AF3B39322","00F81D9399BBB4D6D1B6114FA852F4D68F4A14617B4B1E4897A8D68AF3B39322","05BCBF9E13F43FD895189F6301210276AD12762A427364A36AFE13350BDA3D4F","A78FD5D265DF4A37AA75C856D12DD802ECBC0287860658934477353146ED50AD","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A103","上衣+长裤","images/A103-上衣+长裤.png","prompts/A103-上衣+长裤.txt","F0ED9CF85361B53A0830C288212B54AF1BDB9F3E813958DDFFC3A0A95D824D7B","F0ED9CF85361B53A0830C288212B54AF1BDB9F3E813958DDFFC3A0A95D824D7B","2C143C6A4D2C35B364D45938EECE1C607371F734AA5CF25EA2F20E5655D6BCB8","9D9C3729CFC212409D4E247A0078EE37E837450E0BBAE0A775CBDD354339AC51","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A091","衬衫+短裤","images/A091-衬衫+短裤.png","prompts/A091-衬衫+短裤.txt","EB19CAAFA8C9D489D1C591B68008DA122EDDAF989B48A96160A242DFE8BB70CD","EB19CAAFA8C9D489D1C591B68008DA122EDDAF989B48A96160A242DFE8BB70CD","2CDB58F747E6B1E5883024697AAFDD60B37E73396AA21E8E3EC55E5E4246930D","4D129878410DB228B3476264B9E56BB89F2E0C9438326A94C223CB291F10CEF6","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A038","上衣+短裤","images/A038-上衣+短裤.png","prompts/A038-上衣+短裤.txt","A291E2B23F7D3C9CB978DB8644CE402C619A528B91D3F560F27594A2CFC60118","A291E2B23F7D3C9CB978DB8644CE402C619A528B91D3F560F27594A2CFC60118","917C55DF1536544BECC30988F7B5F8810C93EBB03B908312E10D3C573016E395","CA51655A2B1FAF1875FC75D19E9DD16CC9B6AD0C1AF465E75EB400B551C76050","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A140","连体短裤","images/A140-连体短裤.png","prompts/A140-连体短裤.txt","9895A02938C4832F397DDE8A0145A70828665C820E7C5A23A3F80A8BD3BC82DF","9895A02938C4832F397DDE8A0145A70828665C820E7C5A23A3F80A8BD3BC82DF","A6A68F993D94CD70D6C483886B622D3D78FBDE5B0B7BC5C5FAD4733800B71A69","A461A8774398E1CF943F3FCD8BA25A3D58714203AA15459C6E9427A487B2A94A","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A035","上衣+短裤","images/A035-上衣+短裤.png","prompts/A035-上衣+短裤.txt","A15DF2140768E0B800832A69E02DBE422E3C1F6CC6D2D5B7C9A9E7BB3350CCD0","A15DF2140768E0B800832A69E02DBE422E3C1F6CC6D2D5B7C9A9E7BB3350CCD0","52B92D63C268FADFEC02BF15B4D88ECC06C85A6F40C4E087EB940041A3F01547","BABC313AAF85C995D9C47299B3A2D75BD4B0A98BF1DD399BA6DA50F76749B2DD","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A116","上衣+长裤","images/A116-上衣+长裤.png","prompts/A116-上衣+长裤.txt","D6F34979B3C8F3D4B82D6CCA2C8175845CC3A3A17664B23107269D3FC199CB06","D6F34979B3C8F3D4B82D6CCA2C8175845CC3A3A17664B23107269D3FC199CB06","348AFD422AC8DFBF7C6043EE77A24C9EEE96D2482CF990BC9F3B33E562928AD6","B21285A2F614E1C537C6C5E5E9B73A108C873368A05D7015DE153E81CE84E392","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A002","连体短裤","images/A002-连体短裤.png","prompts/A002-连体短裤.txt","99D5BEB748B6C390948F44CFB786998E8C4A5FFE3938B0318FABA9B147C71FBD","99D5BEB748B6C390948F44CFB786998E8C4A5FFE3938B0318FABA9B147C71FBD","8DCC562AB35C5559DE00B99510FAF0EC1852CB59D0CEA58B0D11F140B5A77295","D99F071A12E7ACED7891812813A210D485AEFE06DAA4E57330C7678A61230B38","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A108","上衣+长裤","images/A108-上衣+长裤.png","prompts/A108-上衣+长裤.txt","509BFA56895ACB78ACDE5CA88DCF8EBAD7421C8F07160E6C9567D32A838F897C","509BFA56895ACB78ACDE5CA88DCF8EBAD7421C8F07160E6C9567D32A838F897C","16C4F8A22FF6976BC206EC6148ACB5FB81CCE17F79E05D65AB2CA293BA3148B3","62E6C71268AB953D4360E318AD07018A2FEB2A5B725EC6197FE8FC5A8FEBA11E","public_candidate","20260722","no","source_and_sharing_notice_appended"
"A110","衬衫+下装","images/A110-衬衫+下装.png","prompts/A110-衬衫+下装.txt","2B7929A3CE10DC85D40A9C471946DFA60E935F5A86B58B66BA06B23A2B03F699","2B7929A3CE10DC85D40A9C471946DFA60E935F5A86B58B66BA06B23A2B03F699","D14B4870034EECF211709EA0B3FE60170E728089B78AEDA57D74DF3661BBFA22","0C267C93CF740F8DC59E8D518CB815BE11DE0741CDCC59FA41D29E7EBBAED5B8","public_candidate","20260722","no","source_and_sharing_notice_appended"
